用户名,评论,time
x*g,开园前就过去排队 直奔哈利波特 不用排队。支付后电子券不需要打印 直接扫描进园区。很方便。,2018-10-10
七*水,玩了一整天，小黄人是特色，晚上的花车巡游蠢萌蠢萌的。建议买快速券，我们的含了小黄人和哈利波特，都很赞。另外推荐新世纪福音战士。遗憾飞天翼龙这次没玩，如果有机会再去，想大胆尝试一下。,2018-11-27
1*3,方便快捷好玩。第一次购买快捷票，节约了很多时间。这次是第二次购买，陪孩子二刷哈利波特，小黄人，赞。里面拍照很不错，黄油啤酒好好喝,2018-11-27
P*t,环球影城在世界各国开了不少，每个环球影城都有相应的一个主题。而日本这家哈利波特的主题，还不时能看到身穿魔法学校衣服的在路上走来走去。,2018-07-04
M*6,很好玩，就是排队要排很久，不过大型游乐园都这样,2019-03-04
E*3,恰逢万圣节，气氛那是相当恐怖，赞,2019-03-04
s*y,门票方便不用换票，直接拿打印件就可以入园,2019-03-04
1*4,太有用了，可以节省很多时间！！,2019-03-04
P*e,有小朋友的话就觉得不能满足大人了,2019-03-04
P*e,有小朋友的话就觉得不能满足大人了,2019-03-04
P*e,有小朋友的话就觉得不能满足大人了,2019-03-04
P*e,有小朋友的话就觉得不能满足大人了,2019-03-04
s*2,这边的游戏项目非常多，比较著名的像侏罗纪公园大白鲨。哈利波特之类的都是非常有意思的项目，哈利波特一定要购买快速券才能进去，活动比较刺激。,2018-11-26
S*e,使用方便，项目也挺惊险刺激的，去的时候特得穿了小黄人T恤，福利真好，一直有staff跟我们打招呼，夸我的衣服。,2018-11-26
t*e,人不多超级好玩，尤其是哈利波特特别有趣,2018-07-03
E*2,超级好玩，效果非常好，尤其是哈利・波特，简直太牛了。,2019-03-03
1*4,非常好玩，玩的不亦乐乎，鸡腿也好吃,2019-03-03
M*7,每个项目都很好玩，真实感很强。,2019-03-03
回*J,买的套票 主推侏罗纪 真的很刺激 没玩之前会有点紧张 玩结束就想再玩一次 真的很刺激噢 可惜那几天颈椎疼 倒立一会儿就觉得好累呢 希望下次再去体验,2018-08-20
A*s,去的那天说是小雨，很幸运就下了十分钟毛毛雨，要早点去，不想排队浪费时间一定要买快速票，柯南馆去晚了没买到票，满足了很多小时候的情怀，晚上的循游值得一看,2018-07-02
鹿*漪,方便，不过大阪的环球影城值得玩的就是哈利波特，小黄人，蜘蛛侠，侏罗纪，未来水世界，喜欢刺激的有过山车。,2018-07-02
f*9,非常的差，二维码根本无法入园，客服处理时间接近一个小时，我们很早就来排队了，导致最后才入园，真的怀疑去哪儿网到底有没有搞清楚门票是否可以使用就拿出来售卖，入园的时候人家说这个二维码是不能使用的，门票说明上却说直接刷二维码入园,2018-06-22
丁*丹,直接扫码入园，特别好用，又便宜，good,2019-03-02
M*5,大人和娃娃们的游乐天堂，非常好玩,2019-03-02
s*e,非常好玩。去大阪一定要去！真的,2019-03-02
s*e,排队的人太太太多了。但是非常值得去,2019-03-02
s*e,一定要买快速票～～非常需要。很好玩,2019-03-02
M*1,影城很好玩！很刺激！最好玩是哈利波特！,2018-07-01
x*5,很好用直接入园十分快捷下次会再来,2019-03-01
一*焕,第一次去，玩的很开心，项目很全，玩的东西很多，很好的一次的体验，全家人玩的都开心,2019-03-01
M*8,很快，很方便，价格实惠，出票快,2019-03-01
鬼*娃,不错不错**************,2019-03-01
鬼*娃,不错不错**************,2019-03-01
M*8,很好玩 值得一去 门票打印出来了很方便,2018-11-23
J*8,非常值得去！特别推荐水世界和哈利波特项目。人不少威，但秩序好，排队预计时间准确。,2018-06-30
a*9,非常方便，扫码即进。相比上海的欢乐谷，迪士尼，这边的排队时间算很短了，最大半小时。本来打算买快速票的，但支付原因没买成，最后发现确实没太必要买。整体评价，玩得很好，项目也很刺激，而且还不累，五星好评！,2018-06-30
扬*芽,6级地震后第三天玩的，而且还下雨，真心人好少，每个项目拍了几分钟就好了！,2018-06-30
M*6,很好玩 惊险有趣刺激 值得一看,2019-02-28
M*3,还是值得一来的，但和洛杉矶的环球影城一比较就小多了，差好几个档次！,2019-02-28
l*a,紧张刺激，喜欢哈利波特主题公园很好玩，非常值得一去,2019-02-28
晓*3,很好，快速票很方便，下载二维码直接扫一下就可以。就是4个项目中有一个不喜欢玩浪费了而已,2019-02-28
E*6,确实令人感到不虚此行的一个地方，特别是小孩子，带他过来见识一下也是挺好的，特别喜欢的就是哈利波特里面的场景，非常的真实。,2018-05-12
m*s,值得一玩，很难找到卖冰淇淋的地方。,2018-08-17
世*p,里边很好玩，适合小朋友。但是人多排队。买快速通道门票太贵。每个人一共1500多RMB。,2019-02-27
夏*德,好玩，人超多..一天根本玩不过来...建议住在边上的酒店玩2天,2019-02-27
c*1,机场取票很方便，1.5天的行程正好，几个大项目都玩到了。推荐！！！,2019-02-27
小*猪,进门很方便，二维码扫一下直接就能入园了。,2019-02-27
M*1,出票速度巨快，内容写的也很清楚，提示很到位,2019-02-27
艾*婉,刺激 好玩 翼龙、各种过山车都值得一试，还有一些表演秀都很好看。,2018-05-11
_*5,不错呦，下次还想再去一次！！！,2018-05-11
M*7,虽然宝宝玩的项目少，里面有个儿童乐园倒是可以玩上一段时间,2018-08-16
s*1,环球影城很棒，基本每个项目都很好玩，很喜欢。,2018-11-21
1*2,人不多，但大多数只有日文，学过日语的好点。,2019-02-26
2*6,非常好的出游！下次还来，刺激！,2019-02-26
h*d,更适合大人游玩，小朋友的话可以玩的项目不多,2019-02-26
M*6,服务很好，环境卫生好，孩子们玩的开心！,2018-06-27
红*甜,小朋友玩的很开心，有机会会再去,2018-06-27
南*熙,二维码进门，速度又方便。这次使用很满意。,2019-02-25
M*7,方便哦，非常好玩，园区景色很有特色，特别推荐哈利波特！,2019-02-25
M*6,去大阪观影想要轻松玩遍热门项目快速票是必须要买的,2019-02-25
1*8,很好用。玩哈利波特快速券很好用,2019-02-25
小*草,环球影城在旅行的多个游乐城中值得表扬的一个地方，大人小孩都有项目。,2019-02-24
糕*么,比迪斯尼更适合年轻人去玩，项目刺激多了,2019-02-24
o*e,带小孩子的话有些项目太刺激了，成人去玩的话相当不错,2018-08-13
y*7,不是很值，快速4项时间安排的很不合理，哈利波特14:10点，小黄人给安排在17：30。下雨天很冷。,2019-03-05
v*v,*****************,2019-02-23
d*萍,非常棒，买了快速票很多地方都不用排队，神速,2019-02-23
S*8,电子票直接刷屏进去，很方便。懒觉不能睡，不然后面要站断腿，人好多...,2019-02-23
S*8,很好玩的地方，电子票就能直接进去，很方便,2019-02-23
3*1,很好，非常值得再去游玩的一个地方。,2019-02-23
1*x,订票取票超方便，非常非常的好玩。,2019-02-23
青*爨,快速票还是很有必要的，毕竟有的项目如果排队的话要排三个小时，太痛苦了。,2019-02-23
青*爨,乐园里游客很多，很多项目都要排很长时间的队，建议购买快速票。,2019-02-23
M*0,方便快捷，扫码入园，免去排队等候时间。,2019-02-23
M*0,方便快捷，省去买票排队时间，直接扫码入园,2019-02-23
请*君,挺好的，就是贵了点，所有想玩的项目都玩到了，记得要打印！,2018-05-07
x*h,去的时候天气下雨，很冷，但是人还是非常多，幸好买了快速票，还是把一些热门的项目玩了。,2019-02-22
M*9,好好玩，很好干净，但玩游戏排队的人比较多，总体来说值得一去的！！,2018-05-06
R*i,环球影城还是很好玩，建议玩两天。,2018-05-06
似*8,玩的还是很开心啊，哈利波特城堡很好玩,2018-08-11
M*2,值得二刷，特别特别棒，来了日本一定要来环球!,2019-02-21
山*子,亚洲为数不多的环球影城，很好玩,2019-02-21
M*1,把发来的二维码截图扫描，非常快捷！,2019-02-21
技*白,很方便，收到邮件打开后直接刷二维码入场,2019-02-21
技*白,很方便，邮箱收到后直接刷码入场,2019-02-21
l*y,人真的不少，买快速通行证，非常必要,2018-08-10
_*1,下了飞机，就去拿票，位置很方便，出具证据后，很快拿到票。环球影城通关也很快，孩子玩的非常开心，暑期游玩的人很多，天气很热，每个项目排队基本上在1-2个小时，但是景区安排的比较贴心。,2018-11-15
r*8,值得一去，尤其是哈利波特，氛围很好，就是人太多了,2019-02-20
_*7,非常好用 直接扫码使用 不需要打印,2019-01-02
安*1,使用很方便，把确认函的二维码在大阪环球影城门口的道闸机器上面的二维码扫描机器上面扫描就可以入场，玩翻天了，太爽了，人流量和好玩的项目太多了，就是要排队，强烈建议购买快速至尊票，一天可以全部玩完，很好玩！！！,2018-08-09
皮*卿,很嗨很嗨，非常身临其境，值得前往。,2018-11-14
狐*淡,充满乐趣的体验。比前几年新加坡的环球影城做了更充分的功课，也买了express，节省了非常多的时间。哈利波特非常精致，eva和美少女战士特展也是只有usj才有的，倒行云霄飞车很刺激，晚上还赶上了花车巡游。唯一的美中不足可能就是蜘蛛侠的游戏过程中设备故障了两次。,2018-08-08
s*a,觉得门口买票的人也不多，估计都网上买的吧。下午和晚上园里日本人真是多，他们应该是有年票或季票什么的。另外很多项目前面介绍或互动都是叽里呱啦一堆日语，根本听不懂没意思。尤其魔鬼终结者前的一女的貌似一大段脱口秀又喊又演不知她在干嘛，尴尬,2018-08-08
e*1,惊险，刺激！玩那个过山车最后吓软了腿,2018-11-13
M*9,方便快捷，价格没便宜多少；里面有很多新颖刺激的游乐项目，一早八点半进去直奔哈莉波特，不需预约券半小时不到就能玩；还有小黄人、蜘蛛侠、飞龙过山车等都比较刺激；四岁以下儿童免费，也有小孩子玩的乐园。,2018-08-07
三*6,很方便，直接把二维码拿出来，他们工作人员直接扫码验证就行，不用纸打出来，环球影城很好耍，推荐哈利波特，小黄人，蜘蛛侠等，还有如果带的有小朋友或者在高峰期建议另买快速票。真的排队太恼火了,2018-11-12
宅*爷,总体来说，不适合30岁以上的人去，排队俩小时，就为了一两分钟，除非买通行券，五六百，要不然排队去吧,2019-02-27
1*5,8点半前开门，手机扫码入园，没有买快速券，全天够完7项（哈利波特+蜘蛛人+小黄人+终结者+美少女+大白鲨（单人）+侏罗纪船（单人）），另外傍晚时二刷哈利波特，看了中午和晚上2场游园，孩子还参加魔法杖游戏，十分开心，圆满。,2018-08-06
T*u,非常不错的乐园！游乐设施很安全！然后里面的各项东西都设计的很用心！推荐去大阪的朋友一定要顺路去一趟大阪环球乐园！之前去了以后留下了很好的印象！,2018-11-11
1*0,日本影视城攻略如果你游玩的时间已经避开了周末or假期，开园后先玩没有买快速票的热门项目，玩完后再用快速。进去之后，你第一步要做的就是找一个工作人员要一份中文地图，因为门口是没！有！中文版的，那些满大街溜达的制服男男女女手里才有我们能看懂的地图。当你确定了每一个园区的方位之后，请再次确认你的行程单。1、哈利波特的魔法世界   强推大家早预定且预定10:00之前的场，这样路上人很少。在影城获取“哈利波特的魔法世界™”的定时入场券每个时间段的数量有限。（有快速票的推送入场券）  威严壮丽的“霍格沃茨”城堡，是这个主题园区的标志性建筑。走进城堡，一进门就有霍格沃茨的小火车喷着蒸汽，前面会站一个列车员，很风趣幽默而且专业摆拍的感觉，上去不要直接就合照，可以和他简单聊两句，那真是一口漂亮的英音啊……穿过魔法学校的教室和走廊，去探访“邓布利多的校长室”和“黑魔法防御术教室”等房间，途中“会动的肖像画”和“分类帽”还会和你搭话，就像进入了真实的电影世界里！这里的游乐设施包括带给你超真实感官的“哈利波特禁忌之旅”、适合全家乘坐的“鹰马的飞行”（一般的过山车）等，不仅能感受到先进科技的魅力，更会被电影般的体验而感动。最近还新开放了参观城堡的路线，不用排队、不用存包就可以进去逛一圈，还能用相机拍拍拍。此外，园区里还有魔法学校的学生们优美动人的合唱、魔法对抗赛等现场表演，让人舍不得把目光移开。你还可以在“三根扫帚酒吧”和“猪头酒吧”品尝到魔法世界里的奶油啤酒（不含酒精），网红黄油啤酒🍺……里面没有酒精，不太好喝其实。分三种，常温、ice和frozen，frozen就是沙冰不是液体哒！旁边的芒果雪糕很好吃，菠萝慎入。在一系列的魔法商店买到各种魔杖、恶作剧道具等充满惊喜的纪念商品。哈园里卖魔杖的店人炒鸡多，其实屋外面的小车上也有，没人。而且环球影城门口的商店街里也有哦！糖果屋，买了跳跳蛙。怪味豆没敢买，因为我真的很怕吃到耳屎味。然后去了魔杖馆，里面真的有个奥利凡德，但是我很想提醒他，他头发也太黑了吧……魔杖馆是最挤的，全是买魔杖的小孩子。阿姨挤不过你们。请答应我你一定会去上个厕所。如果你是哈迷，你一定知道桃金娘。这里的厕所里就会有桃金娘说话的声音，还有她钻进马桶里的水声什么的。蛮真实的。必玩1、哈利波特禁忌之旅: 连续5年荣获全球No.1游乐设施。没啥说的，开门就直奔吧。第一步先存包存衣服，然后排队进入参观。理论上不要带手,2018-08-05
